central_point_id	element	refnumber	x	y	z	intensity_real	intensity_imag
9568	Li	5	4.56500000E+01	7.88500000E+01	4.15000000E+01	-1.16273354E+01	-3.01415034E-14
9570	Li	8	4.77250000E+01	7.88500000E+01	4.35750000E+01	-1.16098527E+01	8.11113630E-14
9572	Li	7	4.77250000E+01	8.09250000E+01	4.56500000E+01	-1.14500780E+01	-9.22366903E-15
9573	Li	8	4.77250000E+01	7.88500000E+01	4.77250000E+01	-1.15237822E+01	8.11113630E-14
9574	Li	7	4.77250000E+01	8.09250000E+01	4.98000000E+01	-1.15649342E+01	-9.22366903E-15
9575	Li	8	4.77250000E+01	7.88500000E+01	5.18750000E+01	-1.15242118E+01	8.11113630E-14
9577	Li	7	4.77250000E+01	8.09250000E+01	5.39500000E+01	-1.16218969E+01	-9.22366903E-15
9578	Li	7	4.77250000E+01	8.09250000E+01	5.81000000E+01	-1.15072197E+01	-9.24402072E-15
9579	Li	5	4.56500000E+01	7.88500000E+01	6.22500000E+01	-1.14554806E+01	-3.01495910E-14
9580	Li	5	4.56500000E+01	7.88500000E+01	6.64000000E+01	-1.16556914E+01	-3.01495910E-14
9581	Li	6	4.56500000E+01	8.09250000E+01	6.84750000E+01	-1.13693993E+01	-5.09300088E-14
9582	Li	8	4.77250000E+01	7.88500000E+01	6.84750000E+01	-1.15243550E+01	8.11254057E-14
9584	Li	7	4.77250000E+01	8.09250000E+01	7.05500000E+01	-1.14788278E+01	-9.24402072E-15
9585	Li	8	4.77250000E+01	7.88500000E+01	7.26250000E+01	-1.16387100E+01	8.11254057E-14
9586	Li	6	4.56500000E+01	8.09250000E+01	7.67750000E+01	-1.13118638E+01	-5.09300088E-14
9587	Li	7	4.77250000E+01	8.09250000E+01	7.47000000E+01	-1.15361844E+01	-9.24402072E-15
9588	Li	6	4.56500000E+01	8.09250000E+01	8.09250000E+01	-1.12829349E+01	-5.09300088E-14
9589	Li	8	4.77250000E+01	7.88500000E+01	8.09250000E+01	-1.14378906E+01	8.11254057E-14
9590	Li	7	5.18750000E+01	2.07500000E+00	0.00000000E+00	-1.15647910E+01	7.67306127E-15
9593	Li	6	4.98000000E+01	2.07500000E+00	1.03750000E+01	-1.11979026E+01	2.76982223E-15
9596	Li	7	5.18750000E+01	2.07500000E+00	1.24500000E+01	-1.17649660E+01	7.67306127E-15
9597	Li	7	5.18750000E+01	2.07500000E+00	1.66000000E+01	-1.15931470E+01	7.67306127E-15
9600	Li	8	5.18750000E+01	1.39762816E-15	2.28250000E+01	-1.15519950E+01	-1.73064635E-14
9601	Li	7	5.18750000E+01	2.07500000E+00	2.49000000E+01	-1.16507542E+01	7.67306127E-15
9602	Li	6	4.98000000E+01	2.07500000E+00	3.11250000E+01	-1.12265093E+01	2.76982223E-15
9603	Li	7	5.18750000E+01	2.07500000E+00	2.90500000E+01	-1.16505036E+01	7.67306127E-15
9604	Li	8	5.18750000E+01	1.90585658E-15	3.11250000E+01	-1.14946743E+01	-1.73064635E-14
9606	Li	7	5.18750000E+01	2.07500000E+00	3.32000000E+01	-1.16790028E+01	7.67306127E-15
9607	Li	8	5.18750000E+01	2.15997079E-15	3.52750000E+01	-1.15520308E+01	-1.73064635E-14
9608	Li	5	4.98000000E+01	2.28702790E-15	3.73500000E+01	-1.16554050E+01	1.90109827E-14
9609	Li	6	4.98000000E+01	2.07500000E+00	3.94250000E+01	-1.13698290E+01	2.76982223E-15
9613	Li	7	5.18750000E+01	2.07500000E+00	4.15000000E+01	-1.17939665E+01	7.67306127E-15
9614	Li	8	5.18750000E+01	2.66819921E-15	4.35750000E+01	-1.15517802E+01	-1.73064635E-14
9615	Li	7	5.18750000E+01	2.07500000E+00	4.56500000E+01	-1.16791102E+01	7.67306127E-15
9616	Li	5	4.98000000E+01	3.04937053E-15	4.98000000E+01	-1.16272280E+01	1.90108668E-14
9618	Li	5	4.98000000E+01	3.30348474E-15	5.39500000E+01	-1.17128331E+01	1.90108668E-14
9619	Li	7	5.18750000E+01	2.07500000E+00	5.39500000E+01	-1.15645046E+01	7.67306127E-15
9622	Li	5	4.98000000E+01	4.06582737E-15	6.64000000E+01	-1.16555840E+01	1.89964171E-14
9623	Li	6	4.98000000E+01	2.07500000E+00	6.84750000E+01	-1.13986146E+01	2.79831460E-15
9624	Li	8	5.18750000E+01	4.19288448E-15	6.84750000E+01	-1.13803551E+01	-1.72981410E-14
